word,freq
prove,0.025634882606612362
than,0.1528509822712027
anyone,0.03162434115955918
had,0.060613320555821755
stop,0.06157163392429325
being,0.13895543842836608
elite,0.022041207474844275
at,0.35361763296597987
discover,0.0409678965021562
continue,0.031384762817441306
women,0.024197412553905128
way,0.15213224724484906
nothing,0.043603258265452804
forced,0.028749401054144707
weapon,0.022280785816962148
across,0.03234307618591279
within,0.03330138955438428
monsters,0.03258265452803066
plans,0.038092956396741734
decides,0.04695735505510302
lives,0.07570675610924772
still,0.11068519405845711
old,0.12649736463823671
demon,0.036655486344034496
help,0.13584091998083372
easy,0.020124580737901295
job,0.049592716818399614
hot,0.022041207474844275
certain,0.021801629132726402
these,0.06348826066123622
special,0.05079060852898898
magical,0.048873981792046
human,0.08241494968854815
efforts,0.025155725922376616
join,0.03497843794920939
wrong,0.02084331576425491
dragon,0.021801629132726402
ever,0.0776233828461907
few,0.041207474844274075
this,0.24197412553905126
have,0.3167225682798275
up,0.3217537134643028
e,0.024436990896023
playing,0.021082894106372783
potential,0.021801629132726402
person,0.035218016291327266
problems,0.03258265452803066
cat,0.025634882606612362
living,0.06420699568758984
tokyo,0.04528030666027791
fact,0.03497843794920939
called,0.0759463344513656
robot,0.026593195975083854
whole,0.022280785816962148
from,0.41231432678485863
both,0.11284139913751796
school,0.23885960709151893
changes,0.020364159080019165
land,0.04144705318639195
conflict,0.021322472448490656
eye,0.02539530426449449
spirit,0.032822232870148536
needs,0.023718255869669382
mother,0.0663632007666507
group,0.07379012937230474
those,0.06995687589841879
cross,0.020124580737901295
although,0.03162434115955918
leaves,0.027551509343555342
future,0.06851940584571155
i,0.020603737422137038
next,0.047436511739338764
of,0.936032582654528
romantic,0.021082894106372783
strange,0.056061332055582176
dangerous,0.03713464302827024
matters,0.021322472448490656
good,0.07019645424053665
seeks,0.03186391950167705
break,0.02347867752755151
might,0.05558217537134643
secret,0.07618591279348347
money,0.020364159080019165
monster,0.031384762817441306
female,0.03114518447532343
space,0.04695735505510302
interest,0.027791087685673215
though,0.13152850982271203
everyone,0.06684235745088644
pair,0.02275994250119789
why,0.03881169142309535
closer,0.023239099185433636
case,0.023718255869669382
may,0.11379971250598946
daughter,0.036655486344034496
several,0.026114039290848108
through,0.08457115476760901
beautiful,0.03761379971250599
takes,0.08097747963584093
warrior,0.021801629132726402
journey,0.029468136080498322
full,0.036655486344034496
magic,0.04048873981792046
known,0.08576904647819837
getting,0.05558217537134643
get,0.16626736942980355
less,0.028509822712026834
place,0.06085289889793963
ability,0.03641590800191662
let,0.02467656923814087
taking,0.03330138955438428
classmate,0.02635361763296598
own,0.19310014374700527
night,0.04024916147580259
last,0.07163392429324389
others,0.04168663152850982
better,0.03473885960709152
use,0.05630091039770005
struggles,0.023718255869669382
reality,0.027791087685673215
small,0.028749401054144707
third,0.02635361763296598
seem,0.04719693339722089
prince,0.024916147580258743
father,0.09295639674173455
student,0.09439386679444178
free,0.024916147580258743
seven,0.021801629132726402
second,0.050551030186871106
finally,0.07259223766171538
can,0.32870148538572114
search,0.028749401054144707
head,0.04935313847628174
could,0.07954000958313369
members,0.046717776712985146
everything,0.04312410158121706
else,0.03378054623862003
gradually,0.024436990896023
in,0.8287014853857211
anything,0.04264494489698131
over,0.12050790608528988
death,0.0654048873981792
for,0.601581217057978
change,0.03330138955438428
begin,0.029468136080498322
only,0.2652132247244849
vampire,0.026832774317201723
later,0.07738380450407283
their,0.4240536655486344
until,0.06684235745088644
sent,0.025874460948730235
ultimate,0.028030666027791088
feelings,0.03761379971250599
japanese,0.0340201245807379
each,0.07882127455678006
again,0.06492573071394346
final,0.037374221370388115
matter,0.024916147580258743
ones,0.02156205079060853
teacher,0.02635361763296598
middle,0.049113560134163875
even,0.21490177287973167
capable,0.020603737422137038
however,0.14901772879731673
show,0.028749401054144707
seek,0.02539530426449449
lot,0.022520364159080018
to,0.9595112601820796
don,0.029468136080498322
figure,0.02731193100143747
see,0.0558217537134643
hands,0.03473885960709152
coming,0.02922855773838045
taken,0.04048873981792046
outside,0.021082894106372783
visit,0.022041207474844275
its,0.11859127934834691
because,0.06492573071394346
too,0.0941542884523239
rival,0.030666027791087687
caught,0.03497843794920939
high,0.15117393387637756
normal,0.04168663152850982
warriors,0.021801629132726402
someone,0.03785337805462386
a,0.937949209391471
first,0.14662194537613799
try,0.03857211308097748
win,0.024436990896023
least,0.029707714422616195
friends,0.13392429324389074
battle,0.09822712026832775
tries,0.049113560134163875
relationship,0.04647819837086727
band,0.02275994250119789
comes,0.0941542884523239
give,0.027072352659319596
ordinary,0.03090560613320556
right,0.05198850023957834
won,0.026114039290848108
given,0.02635361763296598
childhood,0.048394825107810256
people,0.10229995208433158
four,0.04551988500239578
so,0.19525634882606613
leave,0.02156205079060853
kind,0.030666027791087687
must,0.14829899377096312
line,0.02084331576425491
know,0.05917585050311452
how,0.09990416866315285
any,0.07474844274077623
training,0.04216578821274557
rather,0.03090560613320556
member,0.03306181121226641
hand,0.03210349784379492
eventually,0.0637278390033541
leaving,0.026114039290848108
older,0.029707714422616195
revenge,0.022280785816962148
with,0.7201724964063249
then,0.08433157642549113
returns,0.022520364159080018
fighting,0.0392908481073311
alone,0.028749401054144707
becomes,0.0654048873981792
ve,0.023957834211787255
just,0.19238140872065165
hidden,0.022280785816962148
kingdom,0.027072352659319596
strong,0.021801629132726402
boys,0.02539530426449449
house,0.039770004791566844
planet,0.035218016291327266
new,0.2302347867752755
some,0.16339242932438908
doing,0.027072352659319596
especially,0.02922855773838045
problem,0.03785337805462386
save,0.0654048873981792
out,0.3423574508864399
most,0.11403929084810734
led,0.023239099185433636
giant,0.0340201245807379
away,0.06612362242453282
gives,0.021801629132726402
what,0.21633924293243892
leads,0.0462386200287494
test,0.02156205079060853
live,0.05965500718735026
continues,0.04000958313368472
form,0.05558217537134643
various,0.028988979396262576
that,0.6665069477719214
lost,0.048873981792046
come,0.11044561571633925
turn,0.05031145184475323
woman,0.05654048873981792
aren,0.023957834211787255
encounter,0.04072831816003833
control,0.037374221370388115
able,0.047436511739338764
hero,0.024436990896023
into,0.30474365117393387
existence,0.020364159080019165
killed,0.02084331576425491
suddenly,0.028030666027791088
little,0.10014374700527072
always,0.03881169142309535
dark,0.04264494489698131
local,0.03018687110685194
task,0.021082894106372783
attack,0.034259702922855774
key,0.021082894106372783
chance,0.04408241494968855
knows,0.04719693339722089
serious,0.021082894106372783
you,0.05414470531863919
destroy,0.02635361763296598
without,0.043603258265452804
part,0.05414470531863919
bring,0.044561571633924296
supernatural,0.024916147580258743
whether,0.026593195975083854
parents,0.03545759463344514
is,0.7867752755150934
against,0.11379971250598946
s,0.7872544321993292
events,0.037374221370388115
action,0.023957834211787255
trip,0.029947292764734068
well,0.1046957355055103
time,0.21322472448490656
ways,0.027551509343555342
experience,0.020603737422137038
her,0.5165309056061332
nature,0.03090560613320556
there,0.16890273119310015
long,0.09870627695256348
great,0.05103018687110685
deadly,0.03330138955438428
ultimately,0.04024916147580259
self,0.03018687110685194
itself,0.025874460948730235
sees,0.021801629132726402
something,0.07450886439865836
attempt,0.026114039290848108
society,0.024197412553905128
year,0.12410158121705797
evil,0.058217537134643026
things,0.12026832774317202
day,0.11499760421657883
along,0.07450886439865836
the,0.9894585529468136
situation,0.03162434115955918
age,0.02922855773838045
process,0.021082894106372783
worse,0.030666027791087687
involved,0.03449928126497365
happy,0.020124580737901295
start,0.0409678965021562
sword,0.026832774317201723
friend,0.11571633924293244
found,0.03018687110685194
other,0.18974604695735506
run,0.04695735505510302
three,0.07786296118830857
keep,0.05079060852898898
towards,0.023957834211787255
should,0.02156205079060853
having,0.05965500718735026
call,0.02156205079060853
five,0.03186391950167705
happens,0.028749401054144707
would,0.05725922376617154
train,0.02084331576425491
either,0.026593195975083854
thus,0.02635361763296598
quickly,0.04528030666027791
finding,0.020603737422137038
academy,0.050551030186871106
powerful,0.0776233828461907
abilities,0.02731193100143747
fate,0.043603258265452804
seemingly,0.020603737422137038
life,0.2232870148538572
seems,0.10182079540009584
power,0.09822712026832775
enough,0.06995687589841879
gang,0.03186391950167705
boy,0.09175850503114519
think,0.021322472448490656
brother,0.055103018687110684
themselves,0.06732151413512219
story,0.04240536655486344
personal,0.02084331576425491
heart,0.04599904168663153
before,0.10421657882127455
volume,0.02156205079060853
shows,0.02275994250119789
peace,0.03090560613320556
family,0.09966459032103497
which,0.19956875898418783
determined,0.03234307618591279
discovers,0.06037374221370388
children,0.02635361763296598
finds,0.12793483469094394
it,0.48969813128893147
named,0.10110206037374221
working,0.033540967896502155
home,0.08648778150455198
sure,0.027791087685673215
enemy,0.026114039290848108
couple,0.022041207474844275
summer,0.021082894106372783
mission,0.0392908481073311
ll,0.03761379971250599
love,0.10900814566363201
days,0.03569717297556301
series,0.05318639195016771
crew,0.035936751317680884
game,0.051269765213224724
got,0.02635361763296598
truth,0.05103018687110685
child,0.03330138955438428
during,0.047436511739338764
girlfriend,0.021322472448490656
war,0.08073790129372305
already,0.028509822712026834
once,0.097747963584092
defeat,0.03330138955438428
master,0.05174892189746047
despite,0.04599904168663153
ready,0.021801629132726402
ago,0.04528030666027791
black,0.03114518447532343
escape,0.025634882606612362
stand,0.02467656923814087
put,0.03689506468615237
unexpected,0.023718255869669382
make,0.12865356971729755
proves,0.02731193100143747
also,0.19381887877335888
further,0.030426449448969814
making,0.03833253473885961
club,0.04384283660757068
leader,0.03617632965979876
trying,0.06157163392429325
lead,0.03306181121226641
skills,0.024916147580258743
between,0.09702922855773838
